"year","pdo","era","npgo","variable","value","variable_era","scale_x","system","ï..year"
1996,-0.08,"2",-0.972205973,"SBRD.PECO.PROD",-0.888,"2SBRD.PECO.PROD",-0.934854527735988,"Central California Current",NA
1997,0.345,"2",-0.872874358,"SBRD.PECO.PROD",-0.1,"2SBRD.PECO.PROD",-0.0654300665786565,"Central California Current",NA
1998,0.741,"2",-0.207043223,"SBRD.PECO.PROD",-0.963,"2SBRD.PECO.PROD",-1.01760431782076,"Central California Current",NA
1999,0.392,"2",1.060346525,"SBRD.PECO.PROD",0.266,"2SBRD.PECO.PROD",0.338388909035028,"Central California Current",NA
2000,-0.849,"2",1.48981569,"SBRD.PECO.PROD",0.199,"2SBRD.PECO.PROD",0.264465763225965,"Central California Current",NA
2001,-0.489,"2",2.04370374,"SBRD.PECO.PROD",1.253,"2SBRD.PECO.PROD",1.42737614655062,"Central California Current",NA
2002,-0.166,"2",2.21101428,"SBRD.PECO.PROD",1.585,"2SBRD.PECO.PROD",1.79368188399254,"Central California Current",NA
2003,0.597,"2",1.847202098,"SBRD.PECO.PROD",1.203,"2SBRD.PECO.PROD",1.37220961982744,"Central California Current",NA
2004,1.133,"2",1.017340841,"SBRD.PECO.PROD",1.295,"2SBRD.PECO.PROD",1.47371602899809,"Central California Current",NA
2005,0.418,"2",-0.464178828,"SBRD.PECO.PROD",-1.012,"2SBRD.PECO.PROD",-1.07166751400948,"Central California Current",NA
2006,0.225,"2",-1.140552009,"SBRD.PECO.PROD",-0.929,"2SBRD.PECO.PROD",-0.980091079648996,"Central California Current",NA
2007,0.005,"2",-0.758874825,"SBRD.PECO.PROD",-0.896,"2SBRD.PECO.PROD",-0.943681172011697,"Central California Current",NA
2008,-0.453,"2",0.200113124,"SBRD.PECO.PROD",-0.598,"2SBRD.PECO.PROD",-0.614888672741538,"Central California Current",NA
2009,-1.08,"2",0.863074104,"SBRD.PECO.PROD",0.772,"2SBRD.PECO.PROD",0.896674159473619,"Central California Current",NA
2010,-0.489,"2",1.205527493,"SBRD.PECO.PROD",1.012,"2SBRD.PECO.PROD",1.16147348774489,"Central California Current",NA
2011,-0.27,"2",1.151701801,"SBRD.PECO.PROD",0.075,"2SBRD.PECO.PROD",0.127652776952477,"Central California Current",NA
2012,-1.187,"2",0.715919051,"SBRD.PECO.PROD",-0.996,"2SBRD.PECO.PROD",-1.05401422545806,"Central California Current",NA
2013,-0.966,"2",0.899579929,"SBRD.PECO.PROD",1.178,"2SBRD.PECO.PROD",1.34462635646585,"Central California Current",NA
1971,-0.319,"1",0.0186527207,"SBRD.PIGO.PROD",0.537,"1SBRD.PIGO.PROD",1.23437425413477,"Central California Current",NA
1972,-1.612,"1",-0.1452385196,"SBRD.PIGO.PROD",0.05,"1SBRD.PIGO.PROD",0.128060055297354,"Central California Current",NA
1973,-1.036,"1",-0.3421107999,"SBRD.PIGO.PROD",-0.182,"1SBRD.PIGO.PROD",-0.39897258152047,"Central California Current",NA
1974,-0.767,"1",-0.313227463,"SBRD.PIGO.PROD",0.289,"1SBRD.PIGO.PROD",0.670994538915716,"Central California Current",NA
1975,-0.809,"1",0.1908359156,"SBRD.PIGO.PROD",0.364,"1SBRD.PIGO.PROD",0.841371468921478,"Central California Current",NA
1976,-0.939,"1",0.93921303,"SBRD.PIGO.PROD",-0.273,"1SBRD.PIGO.PROD",-0.605696589927461,"Central California Current",NA
1977,-0.169,"1",1.41536357,"SBRD.PIGO.PROD",0.711,"1SBRD.PIGO.PROD",1.62964873174814,"Central California Current",NA
1978,0.767,"1",1.32380542,"SBRD.PIGO.PROD",-0.62,"1SBRD.PIGO.PROD",-1.39397385275412,"Central California Current",NA
1979,-0.039,"1",0.262731659,"SBRD.PIGO.PROD",0.645,"1SBRD.PIGO.PROD",1.47971703334307,"Central California Current",NA
1980,0.025,"1",-0.856092138,"SBRD.PIGO.PROD",-0.083,"1SBRD.PIGO.PROD",-0.174075033912864,"Central California Current",NA
1981,0.567,"1",-0.823966005,"SBRD.PIGO.PROD",0.471,"1SBRD.PIGO.PROD",1.0844425557297,"Central California Current",NA
1982,0.551,"1",-0.284655343,"SBRD.PIGO.PROD",-0.223,"1SBRD.PIGO.PROD",-0.49211196992362,"Central California Current",NA
1983,0.602,"1",-0.000825666000000225,"SBRD.PIGO.PROD",-0.818,"1SBRD.PIGO.PROD",-1.84376894796933,"Central California Current",NA
1984,1.101,"1",0.119633917,"SBRD.PIGO.PROD",0.24,"1SBRD.PIGO.PROD",0.559681611311951,"Central California Current",NA
1985,1.15,"1",0.2393402039,"SBRD.PIGO.PROD",0.421,"1SBRD.PIGO.PROD",0.970857935725857,"Central California Current",NA
1986,0.885,"1",-0.4553155771,"SBRD.PIGO.PROD",-0.81,"1SBRD.PIGO.PROD",-1.82559540876872,"Central California Current",NA
1987,1.381,"1",-0.537648356,"SBRD.PIGO.PROD",0.57,"1SBRD.PIGO.PROD",1.3093401033373,"Central California Current",NA
1988,1.56,"1",0.486616328,"SBRD.PIGO.PROD",0.149,"1SBRD.PIGO.PROD",0.35295760290496,"Central California Current",NA
1989,0.308,"2",0.898568807,"SBRD.PIGO.PROD",-0.339,"2SBRD.PIGO.PROD",-0.755628288332532,"Central California Current",NA
1990,-0.553,"2",0.506979064,"SBRD.PIGO.PROD",-0.562,"2SBRD.PIGO.PROD",-1.26221569354966,"Central California Current",NA
1991,-1.015,"2",-0.395936969,"SBRD.PIGO.PROD",0.43,"2SBRD.PIGO.PROD",0.991303167326549,"Central California Current",NA
1992,-0.633,"2",-0.52970458,"SBRD.PIGO.PROD",-0.512,"2SBRD.PIGO.PROD",-1.14863107354582,"Central California Current",NA
1993,0.4,"2",-1.101862623,"SBRD.PIGO.PROD",-0.347,"2SBRD.PIGO.PROD",-0.773801827533147,"Central California Current",NA
1994,0.737,"2",-2.0536766,"SBRD.PIGO.PROD",-0.322,"2SBRD.PIGO.PROD",-0.717009517531226,"Central California Current",NA
1995,0.188,"2",-1.750743963,"SBRD.PIGO.PROD",0.041,"2SBRD.PIGO.PROD",0.107614823696663,"Central California Current",NA
1996,-0.08,"2",-0.972205973,"SBRD.PIGO.PROD",-0.372,"2SBRD.PIGO.PROD",-0.830594137535067,"Central California Current",NA
1997,0.345,"2",-0.872874358,"SBRD.PIGO.PROD",-0.132,"2SBRD.PIGO.PROD",-0.285387961516629,"Central California Current",NA
1998,0.741,"2",-0.207043223,"SBRD.PIGO.PROD",-0.769,"2SBRD.PIGO.PROD",-1.73245602036557,"Central California Current",NA
1999,0.392,"2",1.060346525,"SBRD.PIGO.PROD",0.298,"2SBRD.PIGO.PROD",0.691439770516408,"Central California Current",NA
2000,-0.849,"2",1.48981569,"SBRD.PIGO.PROD",0.355,"2SBRD.PIGO.PROD",0.820926237320787,"Central California Current",NA
2001,-0.489,"2",2.04370374,"SBRD.PIGO.PROD",0.504,"2SBRD.PIGO.PROD",1.15940840493223,"Central California Current",NA
2002,-0.166,"2",2.21101428,"SBRD.PIGO.PROD",0.636,"2SBRD.PIGO.PROD",1.45927180174238,"Central California Current",NA
2003,0.597,"2",1.847202098,"SBRD.PIGO.PROD",0.107,"2SBRD.PIGO.PROD",0.257546522101733,"Central California Current",NA
2004,1.133,"2",1.017340841,"SBRD.PIGO.PROD",0.554,"2SBRD.PIGO.PROD",1.27299302493608,"Central California Current",NA
2005,0.418,"2",-0.464178828,"SBRD.PIGO.PROD",-0.405,"2SBRD.PIGO.PROD",-0.905559986737603,"Central California Current",NA
2006,0.225,"2",-1.140552009,"SBRD.PIGO.PROD",-0.612,"2SBRD.PIGO.PROD",-1.37580031355351,"Central California Current",NA
2007,0.005,"2",-0.758874825,"SBRD.PIGO.PROD",-0.388,"2SBRD.PIGO.PROD",-0.866941215936297,"Central California Current",NA
2008,-0.453,"2",0.200113124,"SBRD.PIGO.PROD",-0.149,"2SBRD.PIGO.PROD",-0.324006732317935,"Central California Current",NA
2009,-1.08,"2",0.863074104,"SBRD.PIGO.PROD",-0.116,"2SBRD.PIGO.PROD",-0.249040883115399,"Central California Current",NA
2010,-0.489,"2",1.205527493,"SBRD.PIGO.PROD",0.446,"2SBRD.PIGO.PROD",1.02765024572778,"Central California Current",NA
2011,-0.27,"2",1.151701801,"SBRD.PIGO.PROD",-0.099,"2SBRD.PIGO.PROD",-0.210422112314093,"Central California Current",NA
2012,-1.187,"2",0.715919051,"SBRD.PIGO.PROD",-0.149,"2SBRD.PIGO.PROD",-0.324006732317935,"Central California Current",NA
2013,-0.966,"2",0.899579929,"SBRD.PIGO.PROD",0.19,"2SBRD.PIGO.PROD",0.44609699130811,"Central California Current",NA
1971,-0.319,"1",0.0186527207,"SBRD.WEGO.PROD",0.812,"1SBRD.WEGO.PROD",1.69231164412331,"Central California Current",NA
1972,-1.612,"1",-0.1452385196,"SBRD.WEGO.PROD",0.537,"1SBRD.WEGO.PROD",1.11410924043195,"Central California Current",NA
1973,-1.036,"1",-0.3421107999,"SBRD.WEGO.PROD",0.537,"1SBRD.WEGO.PROD",1.11410924043195,"Central California Current",NA
1974,-0.767,"1",-0.313227463,"SBRD.WEGO.PROD",0.928,"1SBRD.WEGO.PROD",1.93620793077131,"Central California Current",NA
1975,-0.809,"1",0.1908359156,"SBRD.WEGO.PROD",0.729,"1SBRD.WEGO.PROD",1.51779964591828,"Central California Current",NA
1976,-0.939,"1",0.93921303,"SBRD.WEGO.PROD",0.147,"1SBRD.WEGO.PROD",0.294113104287828,"Central California Current",NA
1977,-0.169,"1",1.41536357,"SBRD.WEGO.PROD",0.396,"1SBRD.WEGO.PROD",0.817649098902919,"Central California Current",NA
1978,0.767,"1",1.32380542,"SBRD.WEGO.PROD",0.039,"1SBRD.WEGO.PROD",0.0670372512017642,"Central California Current",NA
1979,-0.039,"1",0.262731659,"SBRD.WEGO.PROD",0.529,"1SBRD.WEGO.PROD",1.09728880687002,"Central California Current",NA
1980,0.025,"1",-0.856092138,"SBRD.WEGO.PROD",0.446,"1SBRD.WEGO.PROD",0.922776808664985,"Central California Current",NA
1981,0.567,"1",-0.823966005,"SBRD.WEGO.PROD",-0.094,"1SBRD.WEGO.PROD",-0.212602456765333,"Central California Current",NA
1982,0.551,"1",-0.284655343,"SBRD.WEGO.PROD",0.629,"1SBRD.WEGO.PROD",1.30754422639415,"Central California Current",NA
1983,0.602,"1",-0.000825666000000225,"SBRD.WEGO.PROD",-0.36,"1SBRD.WEGO.PROD",-0.771881872699526,"Central California Current",NA
1984,1.101,"1",0.119633917,"SBRD.WEGO.PROD",-0.252,"1SBRD.WEGO.PROD",-0.544806019613463,"Central California Current",NA
1985,1.15,"1",0.2393402039,"SBRD.WEGO.PROD",0.629,"1SBRD.WEGO.PROD",1.30754422639415,"Central California Current",NA
1986,0.885,"1",-0.4553155771,"SBRD.WEGO.PROD",0.28,"1SBRD.WEGO.PROD",0.573752812254925,"Central California Current",NA
1987,1.381,"1",-0.537648356,"SBRD.WEGO.PROD",0.446,"1SBRD.WEGO.PROD",0.922776808664985,"Central California Current",NA
1988,1.56,"1",0.486616328,"SBRD.WEGO.PROD",0.587,"1SBRD.WEGO.PROD",1.21923695019401,"Central California Current",NA
1989,0.308,"2",0.898568807,"SBRD.WEGO.PROD",0.346,"2SBRD.WEGO.PROD",0.712521389140852,"Central California Current",NA
1990,-0.553,"2",0.506979064,"SBRD.WEGO.PROD",-0.144,"2SBRD.WEGO.PROD",-0.317730166527399,"Central California Current",NA
1991,-1.015,"2",-0.395936969,"SBRD.WEGO.PROD",-0.003,"2SBRD.WEGO.PROD",-0.0212700249983716,"Central California Current",NA
1992,-0.633,"2",-0.52970458,"SBRD.WEGO.PROD",-0.485,"2SBRD.WEGO.PROD",-1.03470114710469,"Central California Current",NA
1993,0.4,"2",-1.101862623,"SBRD.WEGO.PROD",-0.31,"2SBRD.WEGO.PROD",-0.66675416293746,"Central California Current",NA
1994,0.737,"2",-2.0536766,"SBRD.WEGO.PROD",-0.136,"2SBRD.WEGO.PROD",-0.300909732965468,"Central California Current",NA
1995,0.188,"2",-1.750743963,"SBRD.WEGO.PROD",-0.086,"2SBRD.WEGO.PROD",-0.195782023203402,"Central California Current",NA
1996,-0.08,"2",-0.972205973,"SBRD.WEGO.PROD",-0.452,"2SBRD.WEGO.PROD",-0.965316858661729,"Central California Current",NA
1997,0.345,"2",-0.872874358,"SBRD.WEGO.PROD",-0.393,"2SBRD.WEGO.PROD",-0.84126616114249,"Central California Current",NA
1998,0.741,"2",-0.207043223,"SBRD.WEGO.PROD",-0.476,"2SBRD.WEGO.PROD",-1.01577815934752,"Central California Current",NA
1999,0.392,"2",1.060346525,"SBRD.WEGO.PROD",-0.693,"2SBRD.WEGO.PROD",-1.47203241971489,"Central California Current",NA
2000,-0.849,"2",1.48981569,"SBRD.WEGO.PROD",-0.377,"2SBRD.WEGO.PROD",-0.807625294018629,"Central California Current",NA
2001,-0.489,"2",2.04370374,"SBRD.WEGO.PROD",-0.676,"2SBRD.WEGO.PROD",-1.43628899839579,"Central California Current",NA
2002,-0.166,"2",2.21101428,"SBRD.WEGO.PROD",-0.053,"2SBRD.WEGO.PROD",-0.126397734760438,"Central California Current",NA
2003,0.597,"2",1.847202098,"SBRD.WEGO.PROD",-0.186,"2SBRD.WEGO.PROD",-0.406037442727535,"Central California Current",NA
2004,1.133,"2",1.017340841,"SBRD.WEGO.PROD",0.355,"2SBRD.WEGO.PROD",0.731444376898024,"Central California Current",NA
2005,0.418,"2",-0.464178828,"SBRD.WEGO.PROD",-0.194,"2SBRD.WEGO.PROD",-0.422857876289465,"Central California Current",NA
2006,0.225,"2",-1.140552009,"SBRD.WEGO.PROD",0.064,"2SBRD.WEGO.PROD",0.119601106082797,"Central California Current",NA
2007,0.005,"2",-0.758874825,"SBRD.WEGO.PROD",0.197,"2SBRD.WEGO.PROD",0.399240814049894,"Central California Current",NA
2008,-0.453,"2",0.200113124,"SBRD.WEGO.PROD",-0.127,"2SBRD.WEGO.PROD",-0.281986745208296,"Central California Current",NA
2009,-1.08,"2",0.863074104,"SBRD.WEGO.PROD",-0.659,"2SBRD.WEGO.PROD",-1.40054557707668,"Central California Current",NA
2010,-0.489,"2",1.205527493,"SBRD.WEGO.PROD",-0.701,"2SBRD.WEGO.PROD",-1.48885285327682,"Central California Current",NA
2011,-0.27,"2",1.151701801,"SBRD.WEGO.PROD",-0.9,"2SBRD.WEGO.PROD",-1.90726113812984,"Central California Current",NA
2012,-1.187,"2",0.715919051,"SBRD.WEGO.PROD",-0.659,"2SBRD.WEGO.PROD",-1.40054557707668,"Central California Current",NA
2013,-0.966,"2",0.899579929,"SBRD.WEGO.PROD",0.089,"2SBRD.WEGO.PROD",0.172164960963831,"Central California Current",NA
1952,-1.278,"1",-0.754469305,"Citharichthys1",0.09387624577819,"1Citharichthys1",-1.01035581986964,"Southern California Current",NA
1953,-0.754,"1",-0.189423214,"Citharichthys1",0.485669269829012,"1Citharichthys1",-0.209466029992293,"Southern California Current",NA
1954,-0.589,"1",0.923654354,"Citharichthys1",0.396830255812247,"1Citharichthys1",-0.391067679080277,"Southern California Current",NA
1955,-0.577,"1",0.641823889,"Citharichthys1",0.623554246085359,"1Citharichthys1",0.0723936838929227,"Southern California Current",NA
1956,-1.597,"1",0.00270620269999999,"Citharichthys1",0.229477249517339,"1Citharichthys1",-0.733164923847669,"Southern California Current",NA
1957,-1.947,"1",-0.6155909853,"Citharichthys1",0.436000745990976,"1Citharichthys1",-0.310996713741789,"Southern California Current",NA
1958,-0.561,"1",-0.857569587,"Citharichthys1",0.357039190541144,"1Citharichthys1",-0.472407202623798,"Southern California Current",NA
1959,0.024,"1",-0.505221752,"Citharichthys1",0.186069617522518,"1Citharichthys1",-0.821897308380619,"Southern California Current",NA
1960,0.177,"1",0.103336818,"Citharichthys1",0.0648178931524374,"1Citharichthys1",-1.06975590231113,"Southern California Current",NA
1961,0.342,"1",0.93745374,"Citharichthys1",0.0658773084137971,"1Citharichthys1",-1.06759028216483,"Southern California Current",NA
1962,-0.676,"1",0.633675885,"Citharichthys1",0.21209459320502,"1Citharichthys1",-0.768697950488994,"Southern California Current",NA
1963,-1.076,"1",-0.12433509,"Citharichthys1",0.135831717400225,"1Citharichthys1",-0.924591891497043,"Southern California Current",NA
1964,-0.659,"1",0.164053783,"Citharichthys1",0.42617079293394,"1Citharichthys1",-0.331090764822526,"Southern California Current",NA
1965,-0.891,"1",-0.00752991079999993,"Citharichthys1",0.414306052534863,"1Citharichthys1",-0.355344258023909,"Southern California Current",NA
1966,-0.735,"1",-0.7142963098,"Citharichthys1",0.418756195655401,"1Citharichthys1",-0.346247428907653,"Southern California Current",NA
1969,-0.653,"1",-0.796891715,"Citharichthys1",0.789839058038808,"1Citharichthys1",0.4123073626212,"Southern California Current",NA
1975,-0.809,"1",0.1908359156,"Citharichthys1",0.0887230287537706,"1Citharichthys1",-1.02088984841667,"Southern California Current",NA
1978,0.767,"1",1.32380542,"Citharichthys1",0.934068128163011,"1Citharichthys1",0.707135454432742,"Southern California Current",NA
1981,0.567,"1",-0.823966005,"Citharichthys1",0.758798285621859,"1Citharichthys1",0.348854886000749,"Southern California Current",NA
1983,0.602,"1",-0.000825666000000225,"Citharichthys1",0,"1Citharichthys1",-1.20225440442947,"Southern California Current",NA
1984,1.101,"1",0.119633917,"Citharichthys1",0,"1Citharichthys1",-1.20225440442947,"Southern California Current",NA
1985,1.15,"1",0.2393402039,"Citharichthys1",0.177665583345911,"1Citharichthys1",-0.839076545254811,"Southern California Current",NA
1986,0.885,"1",-0.4553155771,"Citharichthys1",0.195532735619569,"1Citharichthys1",-0.802553128675805,"Southern California Current",NA
1987,1.381,"1",-0.537648356,"Citharichthys1",0.718622212948044,"1Citharichthys1",0.266728343600507,"Southern California Current",NA
1988,1.56,"1",0.486616328,"Citharichthys1",0.548890436351656,"1Citharichthys1",-0.0802315013919246,"Southern California Current",NA
1989,0.308,"2",0.898568807,"Citharichthys1",0.902387930913812,"2Citharichthys1",0.642375887618983,"Southern California Current",NA
1990,-0.553,"2",0.506979064,"Citharichthys1",0.887974391902386,"2Citharichthys1",0.612912228182433,"Southern California Current",NA
1991,-1.015,"2",-0.395936969,"Citharichthys1",1.45161344824496,"2Citharichthys1",1.76508375164047,"Southern California Current",NA
1992,-0.633,"2",-0.52970458,"Citharichthys1",0.516045192138354,"2Citharichthys1",-0.147372617036315,"Southern California Current",NA
1993,0.4,"2",-1.101862623,"Citharichthys1",0.844666720523973,"2Citharichthys1",0.52438417969468,"Southern California Current",NA
1994,0.737,"2",-2.0536766,"Citharichthys1",0.972520818334887,"2Citharichthys1",0.785739117748548,"Southern California Current",NA
1995,0.188,"2",-1.750743963,"Citharichthys1",0.39529593352894,"2Citharichthys1",-0.394204087784998,"Southern California Current",NA
1996,-0.08,"2",-0.972205973,"Citharichthys1",1.33778319008099,"2Citharichthys1",1.53239586301997,"Southern California Current",NA
1997,0.345,"2",-0.872874358,"Citharichthys1",0.955881599818408,"2Citharichthys1",0.751725801014105,"Southern California Current",NA
1998,0.741,"2",-0.207043223,"Citharichthys1",0.193700258208723,"2Citharichthys1",-0.806299015811195,"Southern California Current",NA
1999,0.392,"2",1.060346525,"Citharichthys1",0.332034805570074,"2Citharichthys1",-0.523520304175333,"Southern California Current",NA
2000,-0.849,"2",1.48981569,"Citharichthys1",0.760574780060428,"2Citharichthys1",0.352486334674626,"Southern California Current",NA
2001,-0.489,"2",2.04370374,"Citharichthys1",0.720927042715129,"2Citharichthys1",0.27143979713477,"Southern California Current",NA
2002,-0.166,"2",2.21101428,"Citharichthys1",1.04057408502168,"2Citharichthys1",0.924851258883002,"Southern California Current",NA
2003,0.597,"2",1.847202098,"Citharichthys1",0.296375308135293,"2Citharichthys1",-0.596414219213414,"Southern California Current",NA
2004,1.133,"2",1.017340841,"Citharichthys1",0.557273554563304,"2Citharichthys1",-0.0630950202120741,"Southern California Current",NA
2005,0.418,"2",-0.464178828,"Citharichthys1",0.466251463572768,"2Citharichthys1",-0.249159239972533,"Southern California Current",NA
2006,0.225,"2",-1.140552009,"Citharichthys1",0.542789674057947,"2Citharichthys1",-0.092702469304989,"Southern California Current",NA
2007,0.005,"2",-0.758874825,"Citharichthys1",0.318838240125982,"2Citharichthys1",-0.550496268209472,"Southern California Current",NA
2008,-0.453,"2",0.200113124,"Citharichthys1",0.233342745307446,"2Citharichthys1",-0.72526321064435,"Southern California Current",NA
2009,-1.08,"2",0.863074104,"Citharichthys1",0.443394689463836,"2Citharichthys1",-0.295882269454043,"Southern California Current",NA
2010,-0.489,"2",1.205527493,"Citharichthys1",1.04333487559153,"2Citharichthys1",0.930494771767743,"Southern California Current",NA
2011,-0.27,"2",1.151701801,"Citharichthys1",1.79905972381005,"2Citharichthys1",2.47532144743695,"Southern California Current",NA
2012,-1.187,"2",0.715919051,"Citharichthys1",2.60405582904599,"2Citharichthys1",4.12086672771959,"Southern California Current",NA
2013,-0.966,"2",0.899579929,"Citharichthys1",1.0317658717722,"2Citharichthys1",0.90684581308503,"Southern California Current",NA
1952,-1.278,"1",-0.754469305,"Engraulis.mordax",0.705851193693149,"1Engraulis.mordax",-1.15571471454748,"Southern California Current",NA
1953,-0.754,"1",-0.189423214,"Engraulis.mordax",0.771253254347884,"1Engraulis.mordax",-1.11605612661982,"Southern California Current",NA
1954,-0.589,"1",0.923654354,"Engraulis.mordax",0.734249736220223,"1Engraulis.mordax",-1.13849436881903,"Southern California Current",NA
1955,-0.577,"1",0.641823889,"Engraulis.mordax",1.68932137002022,"1Engraulis.mordax",-0.559356769986588,"Southern California Current",NA
1956,-1.597,"1",0.00270620269999999,"Engraulis.mordax",1.46073434907651,"1Engraulis.mordax",-0.697967669680971,"Southern California Current",NA
1957,-1.947,"1",-0.6155909853,"Engraulis.mordax",2.99407997847083,"1Engraulis.mordax",0.23182447842675,"Southern California Current",NA
1958,-0.561,"1",-0.857569587,"Engraulis.mordax",3.81354061500038,"1Engraulis.mordax",0.728730101609369,"Southern California Current",NA
1959,0.024,"1",-0.505221752,"Engraulis.mordax",4.66266213214161,"1Engraulis.mordax",1.24362152875557,"Southern California Current",NA
1960,0.177,"1",0.103336818,"Engraulis.mordax",4.56463359660119,"1Engraulis.mordax",1.18417885589128,"Southern California Current",NA
1961,0.342,"1",0.93745374,"Engraulis.mordax",4.71031432294543,"1Engraulis.mordax",1.27251692715771,"Southern California Current",NA
1962,-0.676,"1",0.633675885,"Engraulis.mordax",5.4814833447409,"1Engraulis.mordax",1.74013941721076,"Southern California Current",NA
1963,-1.076,"1",-0.12433509,"Engraulis.mordax",6.1379057481654,"1Engraulis.mordax",2.13818170125026,"Southern California Current",NA
1964,-0.659,"1",0.164053783,"Engraulis.mordax",5.91326215356982,"1Engraulis.mordax",2.00196202163362,"Southern California Current",NA
1965,-0.891,"1",-0.00752991079999993,"Engraulis.mordax",5.1559605667573,"1Engraulis.mordax",1.54274848512266,"Southern California Current",NA
1966,-0.735,"1",-0.7142963098,"Engraulis.mordax",5.1904005941068,"1Engraulis.mordax",1.56363227439777,"Southern California Current",NA
1969,-0.653,"1",-0.796891715,"Engraulis.mordax",3.45722692434197,"1Engraulis.mordax",0.512668135222615,"Southern California Current",NA
1975,-0.809,"1",0.1908359156,"Engraulis.mordax",0.780522811578934,"1Engraulis.mordax",-1.11043524026214,"Southern California Current",NA
1978,0.767,"1",1.32380542,"Engraulis.mordax",3.06072071734641,"1Engraulis.mordax",0.27223417769011,"Southern California Current",NA
